id_base out_group_openness bundesland frau alter migrant schulabschl wohnort religiousness reli_group relig_comm hierarchie hh_income_i hh_size hat_kinder employment Care Fairness Authority Loyalty Purity Liberty authorit zeitungen internet fernsehen radiosender social_media f_online_rel_behavior f_online_intensity control soc_trust Greece Italie Poland Romania former_SU former_Yugo Spain_Portugal Syria Turkey Vietnam other NA NET_Europe deutsch s_east_europa other_mig
1069 -.44737244 5 0 2 0 3 3 1 1 3 6 24.185057 1 0 1 4 3.5 4 3.5 4.5 3 6 3 5 6 5 6 3.5286279 3.2106245 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1070 -.043921389 15 1 2 0 4 4 1 7 1 7 17.5 1 0 4 6 5 4.5 4.5 4.5 3.5 3 4 6 6 6 6 2.9264107 5.0554471 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1071 2.1045561 3 1 2 1 3 4 3 2 2 7 22.5 1 0 1 4.5 5.5 3 3.5 3.5 4 3 2 6 4 5 6 3.3697939 5.5788698 1 6 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
1072 -.20145679 3 1 1 1 3 2 3 2 2 8 12.5 1 0 1 4 3 3 3.5 3 3.5 5 3 4 4 3 3 4.4014974 4.3346138 3 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1
1073 -1.1385838 5 0 2 1 3 2 3 3 4 5 17.635269 2 0 3 5.5 3.5 4 4.5 2 3.5 3 1 6 2 1 6 4.0134678 3.5995305 2 5 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
1074 .50717133 5 1 1 1 3 4 1 7 1 4 27.5 4 1 7 4.5 4.5 2.5 3.5 3.5 4.5 3 3 5 5 3 6 2.447731 4.8913431 3 4 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
1075 1.4431622 6 0 1 0 2 4 4 2 2 5 17.5 1 0 1 6 6 6 6 3.5 6 2 5 6 6 6 5 2.3080239 5.7333403 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1076 .57608968 3 0 1 1 3 2 5 3 4 5 7.5 4 0 3 6 6 3.5 4 4 4.5 3 4 5 5 2 6 3.832304 4.5760446 3 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
1077 -.18361068 3 1 1 1 2 1 5 8 5 6 32.237888 5 0 2 5 4 3.5 5 4 3 3 1 2 1 1 6 1.9830637 1.5549896 4 4 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0
1078 .09331324 1 1 5 0 1 2 1 7 1 4 12.5 2 0 5 5 5 4.5 4.5 5 4.5 2 2 6 6 2 5 2.2092812 4.4218335 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1079 .74628127 3 1 2 1 4 4 3 1 3 4 32.5 3 1 1 3.5 5 4 4 5 3.5 2 4 6 5 6 6 1.8786738 4.9673295 3 5 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0
1080 .87725329 2 0 2 0 4 4 1 7 1 5 23.614996 1 0 1 5.5 6 4 3 3.5 4.5 1 1 4 6 1 1 1.509635 2.8714428 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1081 -.1987264 11 0 2 0 2 4 4 1 3 6 22.5 2 0 1 4 3 4 4.5 4 4 3 6 6 6 6 6 2.803694 2.9616795 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1082 -1.493154 7 0 1 0 2 4 3 1 3 5 4 1 0 7 5 5.5 5 4.5 4.5 4 6 3 4 2 2 5 3.0169928 4.5671897 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1083 -1.3327869 6 0 3 0 2 4 1 7 1 5 17.5 1 0 1 4.5 5 6 5.5 1 4.5 3 2 6 6 5 1 2.2780943 4.4781108 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1084 -1.4160306 12 1 4 0 3 2 1 7 1 6 33.485889 2 0 1 5.5 5.5 5.5 3 4 4.5 3 4 5 6 6 6 2.7845671 4.487927 2 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1085 .21932942 11 0 2 0 2 4 1 7 1 5 22.5 3 1 1 4 5 3.5 2.5 5 3.5 2 2 6 5 2 2 1.0491931 5.3665075 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1086 .65637606 9 0 5 0 2 1 1 7 1 7 32.5 2 0 5 4.5 5.5 4 4.5 4 3.5 2 1 5 6 2 1 1.509635 2.8714428 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1087 .12461002 9 0 3 0 4 2 6 1 3 8 70 4 1 1 5 6 4.5 5.5 3 4 2 6 6 6 6 6 2.8771493 5.5746317 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1088 .59147626 2 0 5 0 2 4 4 1 3 8 37.5 2 0 1 5.5 6 4 4.5 5 2.5 3 6 4 6 6 3 1.3286072 3.6825125 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1089 -.56777304 16 1 2 0 3 1 1 7 1 5 45 3 1 2 3 3.5 3 3.5 3.5 3 5 2 1 6 5 6 3.9197717 4.0167475 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1090 -.41992855 9 1 5 0 3 4 2 1 3 6 17.5 1 0 5 6 5.5 4 3.5 4.5 4.5 2 6 5 6 6 4 1.8645725 5.2926397 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1091 .0035167844 5 1 2 1 2 2 6 2 2 6 22.5 4 1 2 4 5 5.5 4.5 5.5 3.5 6 3 6 2 6 2 3.3014531 4.6119189 4 4 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0
1092 1.5912774 5 1 1 1 4 4 1 7 1 6 17.5 3 0 1 4.5 6 1.5 2.5 3 4.5 1 4 6 5 1 5 2.1218817 4.8984084 4 6 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
1093 -1.1737223 9 0 5 0 1 1 5 1 3 5 22.5 2 0 5 4 5 3.5 4 4 4 6 2 5 6 5 4 2.4918096 2.8088787 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1094 -.78797603 5 1 5 0 5 3 2 2 2 3 7.5 1 0 5 5 5 4 4.5 4 3.5 3 6 6 6 6 4 2.4347439 3.7127318 4 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1095 -.40712872 14 1 1 0 3 2 1 7 1 7 35.421898 3 0 9 6 4.5 6 5 4.5 4.5 3 1 5 5 5 5 2.4426165 3.2453413 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1096 -1.5964975 11 0 3 0 1 4 1 7 1 4 12.5 1 0 2 4.5 5.5 3.5 4 3 3.5 3 4 6 4 1 1 1.139707 4.9609728 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1097 2.1045561 5 0 2 1 3 2 1 7 1 6 37.5 2 0 1 5 5 3.5 1 3.5 5 1 3 6 6 5 6 3.4846175 5.2103662 2 2 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0
1098 -.043136165 10 0 6 0 4 1 4 1 3 7 45 4 0 5 4.5 4.5 5.5 4 4.5 4 6 6 5 6 1 5 2.2455556 2.7240374 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1099 -1.0942413 5 0 2 0 2 3 4 2 2 6 37.5 3 1 1 5 6 3.5 2 6 3 5 6 6 6 6 6 1.4926445 5.8072081 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1100 -.56673479 3 1 6 0 3 2 2 7 1 6 12.5 1 0 2 5.5 6 3.5 4.5 4 4 1 6 5 6 6 4 2.0073938 4.5216823 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1101 .2840817 2 1 1 0 3 4 1 7 1 6 21.460947 3 0 7 4.5 5.5 6 4 5 4.5 3 3 5 2 1 6 3.0690956 4.449934 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1102 .63601506 5 0 4 0 4 2 1 7 1 7 32.5 1 0 1 4 6 5 1.5 1 5 1 1 6 6 6 1 1.4604417 3.3079054 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1103 -.58006853 5 1 2 0 1 2 1 7 1 3 4 1 0 4 6 6 5 4 3.5 4.5 3 1 6 6 3 6 3.6634402 3.0725019 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1104 -.57639861 3 0 1 0 2 2 4 2 2 3 17.5 2 0 1 4 3.5 2.5 5 3.5 3.5 5 3 3 1 1 1 3.3346131 2.8430829 5 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1105 -1.2470785 15 1 2 0 3 2 1 2 2 5 12.5 2 0 1 5 4.5 4.5 5 4.5 4.5 2 2 6 4 2 5 3.210871 5.1001759 2 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1106 -.038256146 9 0 5 0 3 3 3 1 3 7 70 2 0 1 5.5 6 3.5 3 5 4.5 3 4 6 6 5 3 1.139707 4.9609728 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1107 1.082361 6 1 2 0 2 2 4 2 2 5 12.5 1 0 1 5.5 5 3.5 4.5 3.5 2.5 2 3 6 4 5 6 2.9787183 4.6900244 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1108 .060165904 6 1 3 0 4 4 2 1 3 6 37.5 1 0 1 3.5 4 4 3.5 5 4.5 2 2 6 6 3 3 2.7924397 4.0205369 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1109 .44911152 11 0 4 0 2 4 1 7 1 5 17.5 1 0 11 4 5 4.5 3.5 4.5 3 5 5 6 6 2 6 3.8707149 4.2877655 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1110 .87393343 9 1 5 0 3 2 3 1 3 6 12.5 1 0 2 2 4 4.5 4 3.5 3 6 6 6 5 5 1 1.2794141 4.1189752 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1111 -.09031368 5 1 2 0 4 2 4 1 3 6 22.5 3 1 1 5 5 3.5 3.5 5 4.5 2 4 6 6 6 6 4.2234478 5.3821678 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1112 -.87187803 5 0 2 0 4 2 4 1 3 7 45 2 0 1 5.5 5.5 4.5 5.5 3 5 2 5 6 6 5 6 4.7927094 5.0580149 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1113 .48897526 14 0 5 0 1 2 1 7 1 7 17.5 2 0 5 5.5 5.5 5.5 4.5 5 3.5 3 6 6 6 6 6 2.3411839 3.9645042 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1114 -.056462005 12 0 1 0 8 1 2 7 1 4 12.5 4 0 6 5 5.5 5.5 3 3.5 4.5 2 3 6 4 2 6 3.1182888 4.0134711 2 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1115 1.082361 6 0 2 1 1 4 5 1 3 9 17.5 1 0 1 5 5 4.5 5 4.5 3 2 5 6 5 6 5 4.4397039 4.2945018 5 5 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0
1116 -1.3006905 14 0 4 0 3 1 4 7 1 7 32.5 4 0 1 3.5 5 4.5 4.5 4.5 4 5 1 5 2 5 1 1.8646408 5.2099175 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1117 1.3321257 5 1 1 1 3 1 3 5 5 6 17.5 5 1 6 6 6 2.5 4 3 5.5 2 4 6 6 6 6 3.3697257 5.661592 6 4 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
1118 -.047957066 9 1 1 0 1 4 1 2 2 8 45 2 0 1 3.5 4.5 4 6 3.5 4.5 5 1 1 6 1 6 2.6945255 3.9827883 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1119 -1.4913132 14 0 2 0 2 4 2 2 2 4 32.5 2 0 1 6 6 5 3.5 6 5 6 4 6 6 6 6 3.4956043 4.8140159 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1120 .86675549 9 1 1 0 4 3 1 7 1 6 70 2 0 1 4.5 4.5 3.5 4 4 4 3 2 6 5 6 6 2.9102411 3.8885181 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1121 -.60780215 5 1 3 0 4 2 3 1 3 5 17.5 3 1 1 3.5 4 4 4 4 4 1 5 6 6 5 6 3.7308714 5.295208 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1122 .060165904 14 1 2 1 4 2 5 2 2 6 27.5 4 1 1 3 3 3 3 3 3.5 3 6 6 6 6 6 2.7706022 4.6477933 2 3 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0
1123 .45227391 5 0 2 0 4 4 1 7 1 8 45 2 0 1 4 6 2.5 2.5 3.5 5.5 1 4 6 6 5 4 4.0677075 4.8917918 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1124 .93451655 11 1 1 0 4 4 2 1 3 7 17.5 4 1 2 4.5 4.5 4 4.5 4.5 3.5 6 4 4 4 5 5 3.4302416 4.0835495 5 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1125 .83811402 2 0 4 0 3 4 2 7 1 6 32.5 1 0 1 5.5 6 4 4 4.5 4.5 2 6 6 6 5 1 1 5.8029699 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1126 -.099516213 9 1 2 0 3 1 3 1 3 6 27.5 4 1 8 5 4.5 5 3.5 4 3 2 5 6 6 6 6 4.196496 4.3634229 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1127 .065687448 1 0 6 0 3 2 4 2 2 7 45 3 0 5 5 5 2.5 4 3.5 4 1 6 6 6 5 5 3.3506463 4.1754565 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1128 .33660817 5 0 4 0 1 1 4 2 2 4 17.5 2 0 1 4 4.5 3.5 4.5 3 4 3 4 6 4 6 1 1.3337899 5.2457919 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1129 -.57382971 9 0 2 0 3 1 1 1 3 6 37.5 3 1 1 3.5 4.5 4.5 4 4.5 2.5 6 6 6 6 6 6 3.3124399 4.2155685 5 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1130 1.3755968 9 1 4 0 2 2 5 2 2 7 37.5 2 0 1 5.5 5 4 4.5 5 5 1 6 6 6 6 6 2.4095247 4.9314551 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1131 .71161622 1 0 5 1 5 4 2 2 2 8 70 3 0 1 3 5.5 3 4.5 3.5 5 3 4 6 6 3 2 2.1491694 5.1719246 2 2 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0
1132 -.32071835 2 1 1 0 3 2 2 2 2 7 7.5 1 0 3 3.5 4 3 3.5 4 4 5 5 6 4 5 4 2.674974 3.4073262 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1133 -.44027752 10 1 2 1 3 2 3 7 1 5 12.5 1 0 1 4 3.5 3.5 4 3.5 3.5 1 3 6 6 5 6 3.1566315 3.8079147 3 4 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1
1134 -.64357352 11 1 5 0 4 4 1 7 1 3 22.5 2 0 5 5 6 4.5 5.5 4.5 4.5 3 5 5 6 6 1 1.1889002 4.5245099 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1135 .86260796 9 0 1 1 2 2 2 1 3 6 17.5 1 0 3 5.5 5.5 4.5 5.5 3.5 4.5 5 2 6 1 2 6 2.2695296 3.5062981 3 5 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
1136 -.26188219 12 1 4 0 2 2 1 7 1 5 24.483208 3 0 8 4.5 5.5 2 3.5 2 5 2 2 5 6 2 1 1.864709 5.1271954 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1137 -.29874128 9 0 4 0 1 1 3 2 2 4 17.5 1 0 5 3.5 3.5 4 3.5 3 3.5 3 6 6 6 6 5 2.2758894 3.1513157 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1138 .029080123 8 0 1 0 4 2 2 7 1 5 17.5 1 0 1 3.5 4.5 3 4 3.5 5 1 2 5 6 5 4 3.4795029 3.5643649 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1139 -.18688877 5 1 3 1 2 3 5 3 4 7 32.5 4 1 2 4 4 4 4.5 4 3.5 3 4 4 5 5 5 3.7257569 3.6492062 4 4 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
1140 -.3148421 5 0 5 0 2 2 2 7 1 7 17.5 2 0 5 4.5 5 3.5 3 4.5 3 5 6 5 6 6 2 1.993361 4.7642708 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1141 -.22264121 1 1 1 0 7 2 2 7 1 5 4 2 0 4 6 6 5 4 5 3.5 1 4 2 6 2 3 2.384285 3.2205174 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1142 .46489948 2 1 1 1 4 4 2 1 3 4 22.5 2 0 1 4 5.5 5 4 3.5 4 2 3 6 6 3 6 3.7448363 5.1353416 4 5 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
1143 .82311398 6 1 2 0 4 2 3 7 1 7 17.5 2 1 1 5 5 3 3.5 3.5 4.5 1 5 6 6 6 6 2.967663 5.1690969 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1144 .35336491 9 1 3 0 1 1 4 1 3 6 17.5 3 1 8 4.5 4.5 5 4.5 5 4.5 3 6 6 6 6 6 2.735374 4.9243898 5 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1145 .6597991 5 1 1 0 8 2 1 1 3 4 23.231277 4 0 3 5.5 3.5 5 3 5 5.5 5 2 5 4 3 6 2.7302594 3.278388 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1146 -.39505133 5 1 4 0 1 3 1 7 1 4 4 2 0 5 4.5 6 3.5 2.5 5 4.5 5 2 6 6 2 6 1.8263663 5.3327522 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1147 -.27770731 5 1 2 0 2 2 1 1 3 4 22.5 3 1 2 5 5 5.5 4 4.5 3.5 6 3 6 6 6 6 4.5985584 4.8559175 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1148 1.582803 5 1 1 1 4 4 4 6 5 7 22.5 2 0 2 3.5 3 6 1.5 2 4.5 3 1 6 1 1 6 2.0344822 5.3749828 3 6 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0
1149 -.31588945 15 1 3 0 2 4 1 8 5 2 4 1 0 4 5.5 6 5 5.5 3.5 5.5 3 6 6 5 5 1 1.473497 4.4037943 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1150 -.30118558 9 1 4 0 1 2 1 7 1 4 22.5 2 1 2 5.5 6 4.5 4.5 5 4 3 3 6 6 6 5 1.6162502 3.7155592 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1151 .60967708 9 1 4 1 2 3 3 2 2 3 12.5 1 0 2 5.5 6 5 3 5.5 3.5 3 4 5 6 5 2 1.2380934 4.0880475 4 5 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
1152 .53389549 5 0 5 0 5 1 3 2 2 3 17.5 2 0 5 6 6 3.5 4 5.5 4 1 6 6 6 4 2 1.1810277 4.9919004 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1153 -2.1845486 11 0 5 0 2 4 1 7 1 2 7.5 1 0 5 4.5 6 5.5 5 5.5 4 3 1 6 5 5 3 1.6493419 2.0294454 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1154 .51330698 3 0 1 0 3 4 2 7 1 6 12.5 2 0 7 5.5 6 4 4 5 3.5 1 2 6 2 2 6 3.5477753 4.614038 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1155 1.0468476 5 0 5 0 4 3 3 1 3 6 22.5 2 0 5 5 5 4 1.5 5 3.5 1 1 6 6 6 6 3.5447974 4.3775535 2 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1156 -.57418442 5 0 5 0 4 3 2 7 1 7 27.5 2 0 5 4.5 5 4.5 5.5 5 3 2 4 6 6 6 6 2.3301971 4.3608551 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1157 .76374292 5 1 1 1 2 3 6 3 4 5 37.5 3 0 1 5.5 6 5 6 6 5.5 3 1 6 1 1 6 4.7927094 5.0580149 1 3 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
1158 -.72544253 14 1 5 0 2 1 2 2 2 5 20.82618 2 0 8 5.5 5 4 4 4.5 4.5 3 2 4 5 1 1 1.1889002 4.5245099 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1159 -.8025645 11 0 4 0 2 4 1 7 1 6 32.5 1 0 1 3.5 6 3 3 5 4.5 6 6 6 6 6 4 2.3411157 4.0472264 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1160 1.3742737 2 0 5 0 2 4 2 7 1 4 22.5 2 0 5 6 6 2.5 4 4 4.5 1 3 6 6 6 3 1.9551547 4.8043828 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1161 2.1045561 5 1 3 0 1 4 1 2 2 1 11.051737 1 0 1 6 6 6 6 6 3.5 3 6 6 6 6 6 3.6545954 5.2099872 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1162 .7092405 3 0 4 0 3 4 4 7 1 3 7.5 1 1 2 5.5 5.5 2.5 4.5 3.5 3 1 4 5 2 6 6 3.3015213 4.5291967 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1163 .94192702 5 1 2 0 3 2 4 1 3 5 37.5 4 1 2 6 6 3 3 5.5 3.5 2 4 6 6 6 6 2.3489883 3.5798361 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1164 .40908241 15 0 2 0 2 2 4 1 3 7 7.5 1 0 4 4.5 5.5 5.5 5 4 4 6 4 6 6 5 6 4.7926412 5.1407371 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1165 .13625395 5 1 2 1 4 4 3 6 5 4 45 2 0 1 4.5 5 4.5 6 5 3 3 2 6 6 4 6 3.085197 5.699585 4 5 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
1166 .060165904 16 0 4 0 2 2 1 7 1 5 32.5 2 0 1 4 4 4 4 4 3.5 6 6 6 6 6 6 3.0500164 2.9637983 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1167 -.95162886 8 1 2 0 4 2 2 1 3 7 70 3 1 1 5.5 4 3.5 5 2.5 4.5 2 2 6 4 5 6 2.3954916 5.1740437 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1168 .54061502 9 0 2 0 4 4 4 1 3 7 45 2 0 1 5 6 3.5 4 4 3 3 5 6 6 6 6 3.5477753 4.614038 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1169 .71230882 6 0 3 0 3 4 5 2 2 6 22.5 3 0 1 5 5 4.5 4 3.5 3.5 2 4 5 5 4 6 2.7815893 4.2514424 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1170 .72813398 9 0 4 0 1 2 3 1 3 3 7.5 1 0 8 4 5 3.5 5 4.5 5 2 3 2 6 2 5 2.8560016 2.5962567 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1171 .18487172 8 1 2 0 3 1 4 2 2 6 24.441599 3 1 2 5 4 4.5 3.5 4.5 4 3 5 6 6 5 4 2.2506702 4.370039 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1172 -3.0064194 8 0 3 0 2 2 1 7 1 5 17.5 2 0 5 4.5 5 4.5 3.5 2.5 4 5 1 5 5 1 5 2.7987995 3.6655543 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1173 .047842793 10 1 2 0 4 4 1 7 1 6 17.5 1 0 1 5 5 3 3.5 3 5 1 4 5 1 2 4 2.4446166 4.820303 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1174 1.2062252 6 0 2 1 2 2 2 2 2 6 17.5 1 0 1 4.5 6 5 4 4.5 3.5 3 3 6 4 5 6 3.5477753 4.614038 3 5 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0
1175 1.4381223 16 1 2 0 2 1 4 2 2 7 27.5 4 1 1 5 5 5 5.5 5.5 3.5 5 6 5 4 4 5 4.2617903 5.1766114 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1176 .4812113 1 0 2 0 4 4 1 7 1 7 27.5 1 0 1 4.5 4.5 6 1.5 6 3.5 3 6 6 6 6 6 2.06177 5.6484995 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1177 .18060705 11 1 5 1 1 4 2 7 1 2 7.5 1 0 5 5.5 6 4.5 3.5 6 4.5 3 3 6 1 1 1 1.522622 4.0500541 3 6 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
1178 .35856727 5 1 4 0 1 4 3 7 1 4 12.5 1 0 1 6 6 4.5 4 4.5 3.5 2 2 4 6 6 6 2.6146574 4.4055839 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1179 .060165904 14 1 4 0 5 1 4 2 2 6 29.923271 2 0 1 4.5 3 4 3 3 3.5 3 1 5 6 2 4 3.2310441 2.1527286 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1180 -.032041956 11 1 4 0 2 4 2 2 2 6 27.5 2 0 5 6 6 6 4.5 4 4.5 5 2 6 6 2 6 3.7529817 4.3370619 2 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1181 -.78835112 9 1 4 0 2 1 4 1 3 5 22.5 4 0 8 5 5.5 4 4 4.5 4.5 3 3 5 6 6 2 1.9137658 4.8561773 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1182 .58038473 5 1 1 1 3 4 5 1 3 6 7.5 3 1 11 4 3.5 4 4 4 3.5 2 2 6 1 3 6 3.2197895 3.211586 3 6 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1
1183 -.44733188 2 1 5 0 2 4 2 7 1 6 18.568235 1 0 5 5.5 5.5 5 4.5 5.5 4 2 2 6 6 5 6 2.0644598 3.6178293 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1184 -1.6337225 5 0 6 0 4 3 4 1 3 6 25.01416 1 0 5 4.5 5 4 1.5 4 6 5 6 5 6 6 1 1.6985352 1.5929828 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1185 -.94343692 6 1 3 1 3 4 2 1 3 6 22.5 1 0 1 5 5 4 4.5 4 3.5 5 3 5 5 5 6 3.0660496 4.2961717 3 6 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0
1186 .83998644 3 1 2 0 2 2 4 2 2 7 27.5 5 1 8 4 4 5.5 4 4 3.5 3 2 2 2 2 2 3.5156407 2.0320132 5 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1187 -.96202916 6 1 2 0 4 4 3 1 3 4 37.5 2 0 1 4 3 4 3.5 3 4.5 3 2 2 2 2 2 3.2963386 2.9659171 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
