id_base out_group_openness bundesland frau alter migrant schulabschl wohnort religiousness reli_group relig_comm hierarchie hh_income_i hh_size hat_kinder employment Care Fairness Authority Loyalty Purity Liberty authorit zeitungen internet fernsehen radiosender social_media f_online_rel_behavior f_online_intensity control soc_trust Greece Italie Poland Romania former_SU former_Yugo Spain_Portugal Syria Turkey Vietnam other NA NET_Europe deutsch s_east_europa other_mig
575 -.42637688 3 0 5 0 3 2 1 7 1 3 7.5 1 0 5 6 6 2 5.5 5 3 2 6 6 5 6 6 2.770534 4.7305155 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
576 .31498578 15 0 4 0 3 2 1 7 1 4 27.5 2 0 1 5 4.5 3.5 4 4.5 4 2 2 6 2 6 3 1.3829832 4.809329 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
577 -.032438446 5 1 3 0 2 2 4 1 3 6 12.5 4 1 2 4 4 3.5 3.5 4 3.5 6 5 4 5 5 5 3.0118101 3.0039103 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
578 -.40392938 5 1 3 0 3 2 2 1 3 7 7.5 1 0 7 5.5 5 2.5 4 3.5 5.5 1 5 6 6 5 6 2.4556036 4.4239526 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
579 2.1045561 9 1 5 0 2 1 2 7 1 6 24.994585 3 1 8 4.5 5 5 5 4.5 3.5 2 5 6 6 6 1 2.1332045 3.7568288 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
580 .4332864 5 0 3 0 2 1 2 7 1 5 17.5 1 0 2 5 5 3.5 4 4.5 4 3 6 6 6 5 6 4.5081129 5.17873 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
581 -.017343145 6 1 5 0 2 3 2 7 1 5 12.5 1 0 5 6 6 6 5.5 5.5 3.5 5 4 6 4 4 6 3.0038011 3.6367455 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
582 1.3297703 2 0 5 0 2 4 1 7 1 3 17.5 2 0 5 6 6 4 3 4.5 3.5 2 4 3 6 6 2 1.3286072 3.6825125 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
583 .97419095 8 0 1 0 1 3 5 1 3 7 32.5 3 1 1 4 4 4 5 4.5 3.5 2 6 6 6 6 6 2.6619868 2.2287149 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
584 .47042122 5 0 5 0 4 4 1 7 1 7 27.5 1 0 1 2.5 5.5 5 4.5 4.5 4 6 6 6 6 6 2 1.913834 4.7734551 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
585 -.46180463 5 1 5 1 4 1 2 1 3 5 17.5 2 0 5 5 5.5 4 3.5 3.5 3.5 6 2 5 6 6 6 3.1182888 4.0134711 3 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
586 1.082361 5 1 3 0 1 2 1 1 3 6 32.5 4 0 1 5 5 5.5 3.5 4 3.5 2 2 4 4 2 4 1.7638297 2.4061713 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
587 -3.0064194 12 0 5 0 2 1 1 7 1 8 45 2 0 1 5 4.5 3.5 5 4.5 3.5 5 6 6 6 6 6 2.1911798 1.5972207 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
588 -.4545314 3 1 4 0 2 2 1 7 1 6 12.5 1 0 2 3.5 3.5 3.5 3.5 3.5 3 3 6 5 6 4 1 5.0772381 5.0200214 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
589 .060165904 3 0 4 0 3 2 1 2 2 7 27.5 2 0 1 4 5 4 4.5 4 4 2 4 6 6 6 1 1.5639427 4.0809817 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
590 .18135318 5 1 4 0 2 4 2 7 1 6 27.5 1 0 1 5 4.5 4 4.5 4.5 4 5 2 5 6 2 6 3.0661178 4.2134495 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
591 .44969735 11 1 2 0 4 4 1 7 1 7 17.5 1 0 1 4.5 6 3.5 3.5 5 5.5 2 2 6 3 5 5 2.8228416 4.3650928 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
592 -1.9113656 14 0 6 0 4 3 1 7 1 4 12.5 2 0 5 6 6 5 5.5 4.5 4 3 2 6 6 4 3 1.8645725 5.2926397 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
593 .19407424 5 1 4 0 1 1 3 2 2 2 12.5 1 0 2 5.5 6 3.5 4 5 4 2 6 6 6 6 5 2.6588726 2.157675 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
594 1.7506838 14 1 4 0 2 2 4 2 2 7 37.5 2 0 2 5.5 5.5 4.5 5.5 3 4.5 2 3 6 6 6 6 2.1601563 4.7755737 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
595 -1.1818789 9 0 5 0 1 2 2 1 3 3 22.5 2 0 5 4.5 5 4.5 3 4.5 5.5 3 4 6 6 6 6 3.5939908 3.9410908 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
596 .85248363 1 0 5 0 4 1 1 7 1 8 45 1 0 1 4.5 5.5 3 5 5 3.5 2 5 6 4 6 1 1.2794141 4.1189752 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
597 -.57418442 7 1 1 1 2 2 4 5 5 7 12.5 4 0 3 5 3.5 4.5 4 4.5 4 5 4 6 5 5 6 4.606431 4.3885274 2 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1
598 .72976351 1 1 5 0 2 3 2 2 2 3 17.5 2 0 5 6 5 4.5 6 4 4.5 1 2 2 6 5 3 1.8625724 3.7176781 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
599 -1.743342 1 1 1 0 3 4 1 2 2 5 25.651356 2 0 1 4 3 4 3 4 3.5 3 4 6 6 5 5 2.239615 4.849112 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
600 -.090093113 8 0 3 1 4 2 2 1 3 5 32.5 3 0 1 4.5 5 5 4 5.5 4.5 5 5 6 6 5 6 4.5955806 4.6194329 4 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
601 -2.865984 16 0 5 0 2 4 1 7 1 4 17.5 1 0 1 4.5 5.5 2.5 2.5 4 4.5 6 1 1 6 4 1 1.6985352 1.5929828 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
602 -.36138687 11 1 2 1 4 4 2 7 1 5 17.5 2 0 8 3.5 5 3.5 3.5 3.5 3 1 2 6 5 2 5 1.5257363 4.1210942 4 5 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1
603 -.48345944 12 1 4 0 2 2 1 7 1 6 37.5 2 0 1 5.5 5.5 4.5 5 6 5 3 2 6 6 6 1 1.6001487 2.4659081 5 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
604 .6001184 5 1 1 1 3 3 5 3 4 6 17.5 4 0 3 4.5 5 5 3.5 3 2.5 3 5 6 5 5 5 2.5139828 1.436393 2 2 0 0 1 0 0 0 0 0 1 0 0 0 1 0 1 0
605 .20060132 9 1 4 0 2 2 1 1 3 4 17.5 1 0 1 5.5 4.5 5.5 4.5 5 4 5 6 4 6 2 1 1.1889002 4.5245099 4 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
606 -2.1037617 12 0 2 0 2 3 1 7 1 5 17.5 5 1 1 3.5 6 5 6 4 6 2 4 6 6 6 6 1.8865464 4.499939 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
607 -.8150261 14 0 5 0 2 1 1 7 1 3 7.5 1 0 5 4 5.5 4 4.5 4.5 2.5 1 5 5 6 6 5 1.3829149 4.8920517 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
608 -.32026836 7 0 5 0 4 2 3 7 1 7 22.5 1 1 5 3 6 4.5 5 3.5 6 2 4 6 1 4 6 2.3250825 2.7148533 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
609 -.5742228 11 0 1 0 3 4 2 2 2 5 17.5 1 0 1 4.5 4 3 3 2.5 4.5 3 3 4 4 5 3 3.1788046 2.4354291 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
610 .32493445 8 1 3 0 8 2 4 1 3 8 27.5 3 1 1 3.5 4 4 3.5 3.5 3.5 2 5 4 3 5 4 3.091337 2.9947262 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
611 .060165904 4 0 3 0 4 4 5 1 3 7 37.5 4 1 1 5 5 4.5 3.5 5.5 3.5 3 6 6 5 6 1 1.1475796 4.4935822 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
612 -.48193473 8 0 1 1 2 3 3 3 4 6 32.5 4 1 1 6 6 3.5 5 3.5 5 6 1 6 3 1 6 2.6308951 5.4897904 2 6 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
613 -.41173133 11 1 5 0 2 4 1 7 1 5 12.5 1 0 5 5.5 5.5 2 3 5.5 4.5 1 2 5 6 1 2 2.0708194 3.2628469 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
614 1.057313 5 1 2 0 1 2 1 7 1 6 45 3 1 1 5 6 2.5 3.5 4 4 1 2 6 6 6 6 3.1182888 4.0134711 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
615 -1.9352924 9 0 5 0 1 1 4 2 2 6 12.5 2 0 5 6 6 5 5 5 4.5 5 3 6 6 6 6 2.6036077 5.2162743 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
616 -2.7337053 5 0 5 0 1 3 3 2 2 3 17.5 3 0 5 5 5.5 3.5 5 3.5 3.5 3 2 6 4 4 1 1.473497 4.4037943 5 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
617 1.3717823 16 1 5 0 2 2 2 2 2 6 27.5 2 0 5 6 6 4.5 3 6 4 3 4 6 6 6 6 2.6417458 5.2588844 4 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
618 1.6044269 9 0 4 0 2 4 1 7 1 6 45 2 0 1 5.5 6 4 3 4.5 3 1 3 6 6 4 6 3.1234715 5.5767508 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
619 -.43264815 5 0 3 0 2 4 2 1 3 7 45 3 1 1 4.5 4 3.5 3 4 3.5 5 5 6 6 6 6 3.5477753 4.614038 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
620 2.1045561 8 1 3 0 2 2 1 7 1 6 18.01683 2 0 4 6 6 3.5 4.5 6 6 3 3 6 6 4 6 3.3697257 5.661592 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
621 -.47626951 9 0 2 1 2 2 4 2 2 6 22.5 4 1 1 4 3.5 4 4 3 3.5 3 4 3 3 4 5 2.894208 2.5561445 4 5 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0
622 .068677247 5 0 6 0 4 1 2 1 3 8 70 2 0 5 5.5 5.5 4.5 5 4.5 3.5 3 6 5 6 6 1 1.509635 2.8714428 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
623 -.45417669 8 1 4 0 3 1 3 2 2 6 7.5 2 0 5 4 3 3 4 3 3 6 4 2 6 6 1 3.8705785 4.4532104 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
624 -.24350755 9 1 3 0 3 2 4 1 3 6 45 4 1 2 6 5.5 5 2 6 2.5 5 3 6 6 6 6 2.6910071 4.7396998 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
625 -.16959578 14 1 3 0 3 2 4 2 2 6 26.352707 3 1 2 5 5 4.5 4.5 5 4.5 1 5 4 6 6 2 1.9086514 3.2101755 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
626 .20060132 8 0 5 1 4 2 1 2 2 2 18.250706 2 0 5 4.5 5 2.5 4 4 4.5 1 6 6 6 6 1 1.4604417 3.3079054 6 6 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0
627 -.44190562 8 0 3 0 3 1 5 1 3 6 32.5 3 0 1 4.5 4.5 3.5 4 4.5 3 6 4 6 6 6 4 3.2963386 2.9659171 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
628 .83783829 5 0 5 0 1 2 5 2 2 6 37.5 3 0 1 6 6 3 6 4 6 2 2 6 6 6 1 1.2302208 4.5554376 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
629 1.0092931 5 0 5 0 2 3 1 7 1 6 22.5 2 0 2 5 6 5 3 6 6 2 5 6 6 6 1 1 5.8029699 4 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
630 1.082361 8 0 6 0 4 1 1 7 1 5 22.5 1 0 2 5.5 6 3.5 5 5 6 1 6 6 6 1 4 1.5509555 2.9023707 4 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
631 -.95048773 12 0 1 1 4 1 1 2 2 8 12.5 2 0 1 5 5 6 3.5 4.5 2.5 1 2 6 6 5 4 1.5336089 3.6537037 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
632 -.080269516 5 1 1 1 4 2 5 1 3 5 27.5 2 0 1 4 3.5 3 3.5 3.5 4 3 5 5 5 5 6 3.0500164 2.9637983 4 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
633 -1.0078678 5 1 5 0 1 4 5 1 3 7 17.5 1 0 5 5.5 6 4.5 4.5 5.5 3.5 3 6 5 6 2 4 1.7689443 4.0521731 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
634 .11303034 5 1 2 0 2 2 2 2 2 6 12.5 1 0 1 5 5.5 4.5 4 3.5 4 3 4 6 6 6 6 2.7292817 4.6168652 5 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
635 .3080622 5 0 5 0 4 2 4 2 2 9 45 2 0 1 6 6 6 5 5 3.5 2 6 6 5 6 6 2.8388748 5.6974664 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
636 .98448521 9 1 4 1 1 4 5 1 3 3 12.5 1 0 11 5.5 5 4.5 5.5 5 3.5 3 6 6 6 6 6 3.0248654 4.0997992 4 4 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
637 -.61399293 5 0 5 0 1 1 4 1 3 5 17.5 2 0 5 4 6 5 3.5 5 4 6 6 4 6 6 1 1.6985352 1.5929828 5 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
638 .060165904 9 1 1 0 2 2 4 2 2 6 12.5 2 1 3 4 3.5 3.5 4 3.5 3.5 6 4 4 4 4 4 3.000823 3.4002609 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
639 -.51065177 3 1 1 0 3 2 1 2 2 5 12.5 2 0 7 4.5 5 4 4.5 4.5 4.5 1 2 6 2 4 6 2.447731 4.8913431 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
640 .056257389 12 1 5 0 2 1 1 7 1 3 17.832756 2 0 5 5 5 4.5 5 4.5 4 3 6 4 6 6 1 3.3294303 1.2798033 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
641 .8343603 9 0 2 1 1 4 4 6 5 8 37.5 2 0 1 6 5.5 4 2 4.5 5.5 1 6 4 4 5 6 2.3462303 5.6932282 1 2 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1
642 -.40704998 1 0 3 0 4 1 1 7 1 4 27.5 4 1 1 4.5 5 3 4.5 2.5 3.5 2 2 5 6 2 6 3.1182888 4.0134711 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
643 1.6388313 3 1 3 0 3 2 1 7 1 8 37.5 2 0 1 5 6 5.5 5 5.5 3.5 3 5 5 6 6 4 2.0456002 4.4815702 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
644 .18530495 8 0 2 0 2 1 2 2 2 6 22.5 1 0 1 5 5.5 4.5 4 5 5 1 3 6 3 6 5 2.5540581 3.4683051 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
645 .56845182 8 1 5 0 2 2 2 2 2 5 32.5 3 0 2 5.5 6 4 3.5 4 5 2 6 2 6 6 1 1.509635 2.8714428 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
646 -.18834428 2 1 3 0 1 4 2 7 1 5 12.5 1 0 8 4 4.5 4.5 4 4 4.5 2 3 6 6 2 2 2.2365689 4.6953497 2 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
647 1.6765884 5 0 5 0 1 4 1 2 2 6 12.5 2 0 5 5.5 6 6 5 6 4.5 6 1 5 6 6 5 2.3954916 5.1740437 4 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
648 -2.3209028 1 1 2 0 2 2 1 7 1 6 32.5 1 0 1 5.5 5 4.5 4.5 5 4 6 5 6 1 2 1 1.139707 4.9609728 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
649 .29221308 3 0 2 1 2 2 4 1 3 3 27.5 2 0 1 4.5 6 5 5 5 4 3 1 6 5 4 6 2.6527326 4.862534 4 5 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0
650 -.83492512 3 1 4 0 3 4 4 2 2 5 31.730749 4 1 2 5.5 4.5 3.5 4 4.5 3.5 2 4 5 6 5 5 2.5351987 4.332046 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
651 -.19330014 8 0 1 0 3 2 2 1 3 5 7.5 2 0 7 3.5 3.5 4 4 4.5 3.5 1 3 6 6 6 6 2.7706022 4.6477933 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
652 -.30943751 5 0 5 0 4 3 2 7 1 7 70 2 0 1 4.5 4 4 3 4 3.5 3 4 6 6 4 6 2.6800885 5.053328 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
653 -.025143642 5 0 3 0 3 4 2 2 2 5 12.5 1 0 1 4.5 6 5 2.5 4.5 4.5 2 2 6 6 5 3 1.1889002 4.5245099 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
654 -.8439827 9 1 5 0 2 2 3 7 1 6 45 2 0 1 4.5 5 4.5 3.5 4.5 4.5 3 4 5 6 6 5 2.5221434 3.2361569 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
655 1.0438458 3 1 1 0 2 4 1 2 2 6 27.5 2 0 1 5 4.5 4.5 3.5 4 4.5 6 2 4 2 6 6 3.8844752 4.3760667 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
656 .56964797 2 0 4 0 2 4 2 2 2 5 37.5 2 0 1 5.5 4 4 3 5 3 6 2 6 6 6 6 2.2537844 4.4410791 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
657 .87865531 5 0 4 1 3 2 2 7 1 6 22.5 1 0 5 6 4.5 3 6 4 4 1 6 6 6 5 4 1.3860292 4.9630914 3 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
658 .8493008 9 1 2 0 1 2 3 1 3 4 37.5 3 1 2 6 6 5 5.5 5.5 4.5 2 4 6 5 6 5 2.2014086 4.8892241 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
659 -.39616418 11 1 6 0 2 4 1 7 1 6 12.5 1 0 5 4.5 6 4.5 4.5 5.5 4 1 6 6 1 2 1 1.0983864 4.9300447 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
660 -.94778317 9 0 1 0 2 2 1 7 1 5 17.5 2 0 1 4 5.5 5.5 3 3.5 3 5 1 6 6 6 6 1.9849328 3.6270137 4 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
661 -3.0064194 1 0 6 0 5 2 1 2 2 5 17.5 2 0 5 5 5.5 5 3.5 5.5 4 2 1 6 6 1 1 1.1889002 4.5245099 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
662 -.63446778 9 0 4 1 4 3 1 7 1 4 27.5 2 0 1 5 6 3.5 3.5 2.5 5.5 5 6 6 5 6 1 1.2302208 4.5554376 5 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
663 .060165904 5 0 4 0 4 2 5 2 2 8 70 2 0 1 5 5 4.5 4.5 4.5 4.5 3 6 4 6 6 2 1.8103331 4.0003786 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
664 .25042775 5 0 1 0 2 3 5 6 5 5 27.5 4 1 1 5 5.5 4.5 6 5.5 3.5 5 2 6 5 4 6 2.2698176 5.7734528 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
665 2.1045561 5 0 5 0 2 2 1 7 1 5 22.5 2 0 5 5.5 5.5 2 2.5 6 5.5 1 1 6 6 2 6 3.1236763 5.3285837 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
666 .060165904 12 0 5 0 2 2 6 2 2 5 7.5 1 0 5 6 6 5 5 5 3.5 5 4 6 6 6 6 3.7702601 3.6684513 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
667 .71814328 3 1 3 0 2 2 1 8 5 3 22.5 4 1 8 5 5.5 5 4.5 6 5.5 6 2 5 6 2 5 3.2854199 3.2795453 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
668 -1.3244114 5 1 5 0 1 2 4 2 2 5 15.989506 1 0 2 5.5 5 3 4 5.5 4 5 2 3 6 3 2 1.9499719 3.2411034 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
669 -.46852416 1 0 5 0 2 1 4 2 2 7 22.5 2 0 1 5.5 6 5 5.5 6 3 3 3 6 6 6 1 1.5509555 2.9023707 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
670 -.55027658 14 1 1 1 3 4 1 7 1 6 27.5 2 0 1 5.5 6 3.5 5 4 4.5 1 4 6 5 5 3 3.638221 4.2912254 2 4 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0
671 -.68756974 15 0 5 0 4 1 1 7 1 6 45 5 0 2 5 4 4.5 3 4.5 3.5 3 1 4 6 6 1 2.0296354 3.0664744 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
672 .62116003 11 1 5 0 2 4 1 7 1 6 17.5 1 0 1 5 6 6 4.5 6 3.5 3 6 6 6 6 2 2.9516299 3.8367236 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
673 .85783255 6 0 2 1 4 4 5 2 2 5 12.5 1 0 1 3.5 2 4.5 5 5 5 5 2 6 2 2 5 1.5801122 5.247911 2 5 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0
674 -.96202916 5 1 4 0 4 1 3 1 3 5 25.626554 2 0 2 3 3 3 3 3 3.5 3 2 2 5 1 1 2.3742757 2.2783904 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
675 -1.4256555 8 1 6 0 3 2 2 1 3 5 12.5 1 0 5 3.5 4 3.5 3 4 3 3 6 5 6 6 4 2.7984431 1.4811223 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
676 .70709234 5 0 5 0 4 3 1 7 1 9 45 2 0 1 2 6 1.5 2.5 2 5.5 1 6 6 6 6 1 1.3337899 5.2457919 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
677 -.6445601 5 0 4 0 1 1 2 1 3 4 27.5 2 1 2 5.5 6 5.5 4 5 4 5 4 6 6 6 6 3.7419267 4.8161349 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
678 -.44178846 6 1 3 0 3 2 1 1 3 7 27.5 1 0 1 4.5 4.5 5.5 3 3.5 3.5 5 5 6 6 4 6 4.7927094 5.0580149 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
679 .44218919 5 1 4 0 2 1 2 1 3 5 7.5 1 0 2 6 5.5 6 6 1 5.5 6 4 4 6 2 6 4.4679689 3.2295406 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
680 .96130598 5 1 4 0 2 4 4 6 5 7 17.5 1 0 2 6 6 5.5 5.5 5.5 4 3 4 6 6 4 6 3.4955361 4.8967381 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
681 -1.0430386 5 1 2 0 3 3 2 2 2 2 7.5 2 0 4 5 4.5 2.5 4 2 4.5 1 2 6 2 1 6 2.9677315 5.0863748 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
682 -.18992248 5 1 4 0 2 4 2 2 2 5 7.5 1 0 2 6 6 4.5 3.5 6 3.5 5 5 6 6 5 6 5.0772381 5.0200214 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
683 -1.687001 14 0 5 0 4 2 2 7 1 3 12.5 2 0 5 5 6 4.5 4 4.5 4 2 5 6 6 6 5 2.4890516 4.9222708 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
684 .97223336 5 1 4 0 1 4 6 1 3 4 22.5 3 0 8 6 6 5 5 5.5 4 5 5 6 6 5 6 3.832304 4.5760446 2 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
685 .13946509 9 1 5 0 4 1 6 2 2 6 32.5 2 0 5 5 6 5 4 5 3.5 5 5 6 6 5 2 2.1493058 5.0064797 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
686 -.15398042 5 1 3 0 2 4 1 1 3 5 12.5 2 0 1 4 5 4.5 5 3 4.5 2 1 6 6 6 6 3.0661178 4.2134495 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
687 1.8510901 9 1 5 0 2 2 1 1 3 4 12.5 1 0 5 4 4.5 4 2 3 4.5 1 6 6 6 6 6 4.7927094 5.0580149 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
688 .2041184 2 1 4 0 2 4 2 7 1 6 12.5 1 0 5 4 4 4.5 3.5 3.5 3.5 5 4 6 6 2 6 4.2727089 4.8629827 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
689 .22032709 8 0 4 0 1 1 2 7 1 3 17.5 2 0 5 5.5 6 5 2.5 5.5 6 6 1 1 6 4 1 1.5509555 2.9023707 4 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
690 .54284197 2 0 5 0 1 4 2 7 1 5 17.5 1 0 5 3.5 4 5 3.5 5 4.5 6 4 6 6 6 1 1.2302208 4.5554376 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
691 .93451655 3 0 6 1 2 2 5 2 2 8 27.5 2 0 5 6 5 4 4.5 4.5 4 2 6 6 6 6 5 2.9756722 4.536262 2 3 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0
692 -.063169539 16 1 4 0 4 3 2 7 1 5 22.5 4 1 1 6 6 4.5 3.5 5.5 4 2 5 5 5 5 4 2.8197954 4.2113304 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
693 -.037260175 2 0 1 1 3 4 4 2 2 7 18.135078 3 1 7 5 5.5 4 4.5 3.5 3.5 6 3 6 4 3 6 3.5013402 2.9371083 1 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
694 1.3292999 3 1 2 0 2 2 3 1 3 4 7.5 1 0 5 5.5 5.5 3.5 3 4.5 4.5 2 2 5 6 4 6 4.2074146 4.0497942 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
